SECAO_CNAE	CATEGORIA_NATUREZA_JURIDICA	PORTE	QTD_FILIAIS_ATIVAS	COMPETICAO_MERCADO_ESTADUAL	QTD_ABERTURAS_NACIONAL_5_ANOS	QTD_ABERTURAS_ESTADUAL_5_ANOS	QTD_ABERTURAS_GEORREFERENCIADO_5_ANOS	QTD_FECHAMENTOS_NACIONAL_5_ANOS	QTD_FECHAMENTOS_ESTADUAL_5_ANOS	QTD_FECHAMENTOS_GEORREFERENCIADO_5_ANOS	RAZAO_SITUACAO_MERCADO_NACIONAL_5_ANOS	RAZAO_SITUACAO_MERCADO_ESTADUAL_5_ANOS	RAZAO_SITUACAO_MERCADO_GEORREFERENCIADO_5_ANOS	TAXA_SOBREVIVENCIA_MERCADO_5_ANOS	TAXA_SOBREVIVENCIA_MERCADO_10_ANOS	PORTE_FATURAMENTO_PRESUMIDO	QTD_COLABORADORES	CONCENTRACAO_SOCIETARIA	RISCO_LIDERANCA	QTD_RECLAMACOES_TOTAL	QTD_RECLAMACOES_NAO_ATENDIDAS_TOTAL	QTD_PROCESSOS_JUDICIAIS_REQUERIDO	QTD_PROCESSOS_JUDICIAIS_REQUERENTE	CONCENTRACAO_ACADEMIAS	CONCENTRACAO_AEROPORTOS	CONCENTRACAO_ALUGUEL_CARROS	CONCENTRACAO_AREA_RISCO	CONCENTRACAO_BANCOS	CONCENTRACAO_BARES	CONCENTRACAO_BEBIDAS	CONCENTRACAO_BOMBEIRO	CONCENTRACAO_CAIXA_ELETRONICO	CONCENTRACAO_CASA_NOTURNA	CONCENTRACAO_CEMITERIO	CONCENTRACAO_CINEMAS	CONCENTRACAO_CONCESSIONARIA	CONCENTRACAO_CORREIOS	CONCENTRACAO_CORRETOR_SEGUROS	CONCENTRACAO_ESCOLAS	CONCENTRACAO_ESTACAO_ONIBUS	CONCENTRACAO_ESTACIONAMENTOS	CONCENTRACAO_AGLOMERADO_SUBNORMAL	CONCENTRACAO_FUNERARIA	CONCENTRACAO_HOSPITAL	CONCENTRACAO_HOTEL	CONCENTRACAO_IGREJA	CONCENTRACAO_LAVA_RAPIDO	CONCENTRACAO_METRO	CONCENTRACAO_OFICINAS	CONCENTRACAO_PARQUE	CONCENTRACAO_PARQUES_DIVERSAO	CONCENTRACAO_POLICIA	CONCENTRACAO_PONTO_TAXI	CONCENTRACAO_POSTO_GASOLINA	CONCENTRACAO_PREFEITURA	CONCENTRACAO_SHOPPING	CONCENTRACAO_SUPERMERCADO	CONCENTRACAO_TREM	CONCENTRACAO_UNIVERSIDADE	DISTANCIA_ALUGUEL_CARROS	DISTANCIA_BANCO	DISTANCIA_CONCESSIONARIA	DISTANCIA_CORRETOR_SEGUROS	DISTANCIA_ACADEMIAS	DISTANCIA_AEROPORTOS	DISTANCIA_BARES	DISTANCIA_LOJA_BEBIDAS	DISTANCIA_BOMBEIRO	DISTANCIA_CAIXA_ELETRONICO	DISTANCIA_CASA_NOTURNA	DISTANCIA_CEMITERIO	DISTANCIA_CINEMAS	DISTANCIA_CORREIOS	DISTANCIA_ESCOLAS	DISTANCIA_ESTACAO_ONIBUS	DISTANCIA_AGLOMERADO_SUBNORMAL	DISTANCIA_FRONTEIRA_ESTADUAL	DISTANCIA_FRONTEIRA_INTERNACIONAL	DISTANCIA_FRONTEIRA_MARITIMA	DISTANCIA_FUNERARIA	DISTANCIA_HOSPITAL	DISTANCIA_HOTEL	DISTANCIA_IGREJA	DISTANCIA_LAVA_RAPIDO	DISTANCIA_METRO	DISTANCIA_OFICINAS	DISTANCIA_PARQUE	DISTANCIA_PARQUES_DIVERSAO	DISTANCIA_POLICIA	DISTANCIA_POSTO_GASOLINA	DISTANCIA_PREFEITURA	DISTANCIA_SHOPPING	DISTANCIA_SUPERMERCADO	DISTANCIA_TREM	DISTANCIA_ESTACIONAMENTOS	DISTANCIA_PONTO_TAXI	DISTANCIA_UNIVERSIDADE	DISTANCIA_AREA_RISCO	CNPJ	ANO_MES	ALVO_CASCO
M	LTDA	PEQUENA	2	1584	2076	639	6	1572	552	9	1.3206106870229009	1.1576086956521738	0.6666666666666666	0.12050078247261346	0.24083333333333334	C	4	2	0	0	0	9	9	ALTA	ALTISSIMA	MEDIA	ALTISSIMA	MEDIA	MEDIA	ALTA	MEDIA	ALTA	MEDIA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	BAIXISSIMA	MEDIA	ALTA	ALTA	ALTA	ALTA	ALTA	MEDIA	MEDIA	ALTA	BAIXISSIMA	ALTA	MEDIA	ALTA	ALTA	ALTA	MEDIA	ALTA	ALTA	MEDIA	BAIXISSIMA	MEDIA	LONGE	LONGE	PROXIMO	LONGE	PROXIMO	PROXIMO	LONGE	MEDIO	LONGE	MEDIO	MEDIO	MEDIO	MEDIO	MEDIO	LONGE	MEDIO	MEDIO	LONGE	MUITO LONGE	MEDIO	MEDIO	LONGE	LONGE	MEDIO	PROXIMO	MEDIO	LONGE	MEDIO	MEDIO	MEDIO	MEDIO	LONGE	PROXIMO	LONGE	MEDIO	PROXIMO	PROXIMO	MEDIO	MUITO PROXIMO	430	202011	0.0
C	MEI	PEQUENA	1	7204	62221	4955	183	37232	2701	84	1.6711699613235926	1.8345057386153276	2.1785714285714284	0.16246215943491424	0.2811998518701395	A	8	1	0	0	0	8	11	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	MEDIA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	PROXIMO	PROXIMO	MUITO PROXIMO	MUITO PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	LONGE	PROXIMO	MEDIO	MUITO LONGE	MUITO LONGE	PROXIMO	MUITO LONGE	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	MUITO LONGE	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	LONGE	PROXIMO	MEDIO	PROXIMO	MEDIO	51539607707	202304	0.0
H	LTDA	GRANDE	12	21652	495907	16625	604	341489	11897	471	1.4521902608868806	1.3974111120450534	1.2823779193205944	0.20493233082706766	0.32296007789678677	I	737	2	0	0	0	15	13	ALTISSIMA	ALTA	ALTA	BAIXISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	BAIXISSIMA	ALTA	ALTISSIMA	BAIXISSIMA	ALTA	ALTISSIMA	BAIXISSIMA	ALTA	BAIXISSIMA	BAIXISSIMA	ALTA	ALTA	ALTISSIMA	ALTA	BAIXISSIMA	ALTISSIMA	ALTA	BAIXISSIMA	ALTA	ALTISSIMA	ALTISSIMA	MEDIA	ALTA	ALTISSIMA	BAIXISSIMA	ALTA	LONGE	MEDIO	PROXIMO	MEDIO	MEDIO	PROXIMO	PROXIMO	LONGE	MEDIO	LONGE	MEDIO	MUITO LONGE	LONGE	LONGE	PROXIMO	LONGE	LONGE	LONGE	MUITO LONGE	MUITO LONGE	LONGE	PROXIMO	LONGE	MEDIO	LONGE	MEDIO	PROXIMO	LONGE	MUITO LONGE	LONGE	PROXIMO	LONGE	MEDIO	MEDIO	MUITO LONGE	LONGE	MEDIO	LONGE	LONGE	171798692920	202209	0.0
C	OUTRAS_ENTIDADES_EMPRESARIAIS	GRANDE	10	42	607	23	0	633	15	1	0.9589257503949447	1.5333333333333334	0.0	0.30434782608695654	0.3333333333333333	J	6738	2	0	0	0	155	113	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	PROXIMO	MUITO LONGE	MUITO PROXIMO	MUITO PROXIMO	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	171798692584	202208	0.0
H	LTDA	GRANDE	45	258186	583870	212710	4199	311867	120574	2175	1.8721762802733217	1.7641448405128801	1.930574712643678	0.19120398664848856	0.2942193561985812	J	947	2	0	1	0	116	149	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	PROXIMO	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	MUITO PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	MEDIO	MEDIO	PROXIMO	MUITO PROXIMO	MEDIO	LONGE	MUITO LONGE	MUITO LONGE	MEDIO	MEDIO	MEDIO	PROXIMO	MUITO PROXIMO	MUITO LONGE	PROXIMO	MUITO PROXIMO	PROXIMO	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	LONGE	PROXIMO	MEDIO	MEDIO	MUITO PROXIMO	34359738803	202308	0.0
H	LTDA	PEQUENA	2	201270	353563	135581	108	207229	78475	96	1.7061463405218382	1.727696718700223	1.125	0.15387849329920858	0.2574428364891989		0	2	0	0	0	0	0	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	PROXIMO	PROXIMO	MEDIO	MUITO PROXIMO	MEDIO	PROXIMO	PROXIMO	MUITO PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	LONGE	MUITO LONGE	MEDIO	PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	PROXIMO	LONGE	MEDIO	MEDIO	PROXIMO	LONGE	PROXIMO	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	85899347409	202101	0.0
C	LTDA	GRANDE	5	277	129	48	5	329	74	5	0.39209726443769	0.6486486486486487	1.0	0.1875	0.21649484536082475	J	321			0	0	98	90	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	MEDIA	ALTISSIMA	ALTISSIMA	MEDIA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	MEDIA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	PROXIMO	MEDIO	MEDIO	LONGE	MEDIO	PROXIMO	LONGE	MEDIO	MEDIO	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	LONGE	MEDIO	MEDIO	LONGE	MUITO LONGE	MEDIO	MEDIO	LONGE	MEDIO	LONGE	PROXIMO	PROXIMO	LONGE	MEDIO	PROXIMO	LONGE	MEDIO	MEDIO	MEDIO	LONGE	PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	17179869780	202112	0.0
G	LTDA	GRANDE	2	5696	23157	2135	28	36587	3302	56	0.6329297291387651	0.6465778316172017	0.5	0.11381733021077284	0.22538649308380798	F	35	2	0	0	0	0	0	MEDIA	BAIXISSIMA	BAIXISSIMA	ALTA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	PROXIMO	MUITO LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	LONGE	MEDIO	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	MUITO PROXIMO	8589935677	202111	0.0
M	LTDA	GRANDE	6	32045	64697	20330	139	48677	15717	100	1.3291082030527765	1.2935038493351148	1.39	0.14456468273487458	0.22868493429764694	J	685	2	0	0	0	12	5	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	ALTISSIMA	BAIXISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	MUITO LONGE	PROXIMO	PROXIMO	MEDIO	MEDIO	LONGE	MEDIO	PROXIMO	MEDIO	MEDIO	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	LONGE	PROXIMO	PROXIMO	PROXIMO	MEDIO	MUITO PROXIMO	120259084805	202304	0.0
S	ENTIDADES_SEM_FINS_LUCRATIVOS	PEQUENA	15	3014	43010	757	74	59509	744	73	0.7227478196575308	1.01747311827957	1.0136986301369864	0.11360634081902246	0.19844861021331608	EMPRESA_ISENTA	31	1	0	0	0	0	1	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO PROXIMO	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	85899346384	202305	0.0
C	LTDA	GRANDE	2	275	574	58	7	1234	125	18	0.4651539708265802	0.464	0.3888888888888889	0.15517241379310345	0.25	H	151	2	1	0	0	6	17																																																																												171798691843	202212	0.0
C	LTDA	GRANDE	10	15	29	1	0	69	4	0	0.42028985507246375	0.25	0.0	0.0	0.25	J	3747			190	117	561	145	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	ALTA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	LONGE	LONGE	LONGE	LONGE	MUITO LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	MEDIO	LONGE	LONGE	LONGE	LONGE	LONGE	MEDIO	MUITO LONGE	MEDIO	LONGE	LONGE	LONGE	LONGE	LONGE	MEDIO	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	MEDIO	LONGE	LONGE	LONGE	MUITO LONGE	154618823291	202101	0.0
H	LTDA	GRANDE	1	7118	2862	1088	36	11746	3400	38	0.2436574152903116	0.32	0.9473684210526315	0.10477941176470588	0.2728256946950559	J	373	3	0	0	0	144	15	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	MEDIA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	ALTA	MEDIA	ALTA	MEDIA	ALTA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	MEDIA	MEDIA	ALTISSIMA	MEDIA	ALTISSIMA	ALTA	LONGE	MEDIO	LONGE	MEDIO	MEDIO	PROXIMO	MEDIO	MUITO PROXIMO	PROXIMO	LONGE	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	MEDIO	LONGE	MUITO LONGE	PROXIMO	LONGE	MEDIO	PROXIMO	LONGE	MEDIO	PROXIMO	MEDIO	LONGE	PROXIMO	PROXIMO	PROXIMO	LONGE	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	PROXIMO	MUITO PROXIMO	8589935101	202101	0.0
G	LTDA	GRANDE	2	1100	3813	347	2	3739	306	0	1.019791388071677	1.1339869281045751	2.0	0.04899135446685879	0.1680129240710824	G	69	5	0	0	0	2	5	MEDIA	BAIXISSIMA	BAIXISSIMA	ALTA	MEDIA	ALTA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	ALTA	MEDIA	MEDIA	ALTA	MEDIA	BAIXISSIMA	ALTA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	ALTA	MEDIA	ALTA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	MEDIO	LONGE	LONGE	LONGE	LONGE	MEDIO	LONGE	LONGE	LONGE	MEDIO	MUITO LONGE	MUITO LONGE	MEDIO	LONGE	LONGE	LONGE	LONGE	MUITO LONGE	LONGE	PROXIMO	LONGE	LONGE	LONGE	MEDIO	MEDIO	LONGE	MEDIO	MEDIO	MEDIO	PROXIMO	MUITO PROXIMO	85899347331	202311	0.0
H	LTDA	MICRO	3	182	41580	166	2	16337	40	2	2.5451429270979986	4.15	1.0	0.1566265060240964	0.1921182266009852		0	2	0	0	0	0	0	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	MEDIA	MEDIA	MEDIA	ALTA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	ALTA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO PROXIMO	LONGE	LONGE	LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	LONGE	LONGE	PROXIMO	MUITO LONGE	MEDIO	LONGE	LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	LONGE	LONGE	LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	146028888663	202401	0.0
G	MEI	MICRO	1	35677	286201	19086	180	265631	19449	166	1.07743825080657	0.9813358013265463	1.0843373493975903	0.22927800482028712	0.36225328947368424		0			0	0	0	0	MEDIA	ALTISSIMA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	ALTA	MEDIA	ALTA	MEDIA	MEDIA	MEDIA	ALTA	MEDIA	BAIXISSIMA	MEDIA	BAIXISSIMA	ALTA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	ALTA	MEDIA	ALTA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	LONGE	LONGE	LONGE	MEDIO	LONGE	PROXIMO	MEDIO	LONGE	MEDIO	LONGE	MEDIO	LONGE	MEDIO	LONGE	MUITO LONGE	LONGE	LONGE	LONGE	MUITO LONGE	MEDIO	MEDIO	LONGE	LONGE	LONGE	LONGE	MEDIO	LONGE	LONGE	MEDIO	LONGE	LONGE	LONGE	LONGE	LONGE	MEDIO	MEDIO	MEDIO	LONGE	MUITO LONGE	34359742592	202006	0.0
G	LTDA	PEQUENA	1	5912	17708	1111	14	57437	4436	40	0.30830301025471385	0.2504508566275924	0.35	0.11701170117011701	0.24720496894409938	D	18	1	0	0	0	2	1	MEDIA	BAIXISSIMA	ALTA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	MEDIA	MEDIA	MEDIA	ALTA	MEDIA	ALTA	MEDIA	ALTA	MEDIA	ALTA	BAIXISSIMA	ALTA	MEDIA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	ALTA	BAIXISSIMA	MEDIA	BAIXISSIMA	MEDIA	ALTA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	MEDIO	LONGE	LONGE	LONGE	MEDIO	LONGE	LONGE	LONGE	LONGE	LONGE	MEDIO	MEDIO	LONGE	LONGE	LONGE	PROXIMO	MEDIO	MEDIO	MUITO LONGE	PROXIMO	PROXIMO	LONGE	PROXIMO	MEDIO	LONGE	PROXIMO	MEDIO	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	MUITO LONGE	MEDIO	LONGE	LONGE	LONGE	LONGE	68719480083	202011	0.0
G	LTDA	MICRO	1	38302	386189	24260	1327	256440	14985	901	1.5059624083606302	1.6189522856189522	1.4728079911209766	0.16203627370156637	0.31886238622628943	D	19	2	0	0	0	0	0	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	MEDIO	PROXIMO	PROXIMO	MEDIO	PROXIMO	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	MEDIO	PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	LONGE	LONGE	MUITO LONGE	MUITO LONGE	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	MUITO LONGE	PROXIMO	MEDIO	LONGE	MEDIO	MEDIO	PROXIMO	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	PROXIMO	LONGE	137438954676	202401	0.0
M	LTDA	PEQUENA	1	11157	67080	7759	145	47755	5197	71	1.4046696680975814	1.492976717336925	2.0422535211267605	0.15027709756411908	0.23294723294723294	B	4	2	0	0	0	0	0	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	ALTA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	BAIXA	BAIXISSIMA	BAIXISSIMA	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO PROXIMO	MUITO LONGE	MUITO LONGE	MEDIO	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	MUITO PROXIMO	MUITO LONGE	MUITO LONGE	MUITO PROXIMO	MUITO LONGE	LONGE	LONGE	LONGE	MUITO PROXIMO	51539607896	202307	0.0
