PROP_CNPJ,PROP_ALVO_CASCO,CALC_PROB_SINISTRO,CALC_DECIL_SCORE,CALC_DECISAO_FINAL,RGR_REGRA_DISPARADA_ID,CALC_REASON_CODE,CALC_JUSTIFICATIVA_NEGOCIO,CALC_AGRAVAMENTO_PREMIO_PCT,CALC_EXIGE_RASTREADOR_GPS,VI_TICKET_MEDIO_PREMIO,CALC_PREMIO_FINAL_FATURADO,CALC_RECEITA_ADICIONAL,CALC_PERDA_EVITADA,PROP_SECAO_CNAE,PROP_PORTE_FATURAMENTO,PROP_CONCENTRACAO_AREA_RISCO,PROP_QTD_PROCESSOS_REQUERIDO,PROP_RISCO_LIDERANCA
CNPJ_000001,1.0,0.113,4,APROVADO,RGR_R04_DECIL4_10_APROVADO,APROVADO_AUTOMATICO_BAIXO_RISCO,Aprovacao Automatica: Risco dentro do apetite da seguradora.,0.0,False,10000.0,10000.0,0.0,0.0,G,F,BAIXISSIMA,0.0,0.0
CNPJ_000002,1.0,0.0986,6,APROVADO,RGR_R04_DECIL4_10_APROVADO,APROVADO_AUTOMATICO_BAIXO_RISCO,Aprovacao Automatica: Risco dentro do apetite da seguradora.,0.0,False,10000.0,10000.0,0.0,0.0,G,,ALTA,0.0,0.0
CNPJ_000003,1.0,0.1237,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,G,C,BAIXISSIMA,3.0,1.0
CNPJ_000004,1.0,0.1421,1,RECUSADO,RGR_R02_DECIL1_RECUSA_PADRAO,DECIL1_ALTO_RISCO_SEM_MITIGACAO,Recusa por Decil 1 de Risco sem criterios para resgate comercial.,0.0,False,10000.0,0.0,0.0,45000.0,F,D,ALTISSIMA,0.0,0.0
CNPJ_000005,1.0,0.1171,3,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,G,,ALTISSIMA,0.0,0.0
CNPJ_000006,1.0,0.1322,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,C,J,ALTISSIMA,15.0,
CNPJ_000007,1.0,0.2364,1,RECUSADO,RGR_R02_DECIL1_RECUSA_PADRAO,DECIL1_ALTO_RISCO_SEM_MITIGACAO,Recusa por Decil 1 de Risco sem criterios para resgate comercial.,0.0,False,10000.0,0.0,0.0,45000.0,C,H,ALTA,2.0,0.0
CNPJ_000008,1.0,0.2408,1,RECUSADO,RGR_K02_EXCESSO_PROCESSOS_JUDICIAIS,K02_JUDICIAL_EXTREMO,Recusa Sumaria: Elevado passivo judicial (> 100 processos como requerido).,0.0,False,10000.0,0.0,0.0,45000.0,J,J,ALTA,189.0,0.0
CNPJ_000009,1.0,0.1329,2,RECUSADO,RGR_K02_EXCESSO_PROCESSOS_JUDICIAIS,K02_JUDICIAL_EXTREMO,Recusa Sumaria: Elevado passivo judicial (> 100 processos como requerido).,0.0,False,10000.0,0.0,0.0,45000.0,C,J,ALTA,382.0,0.0
CNPJ_000010,1.0,0.1264,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,G,A,BAIXISSIMA,0.0,1.0
CNPJ_000011,1.0,0.1132,4,RECUSADO,RGR_K01_RISCO_LIDERANCA_AREA_CRITICA,K01_LIDERANCA_AREA_CRITICA,Recusa Sumaria: Risco de lideranca detectado em area de concentracao altissima de sinistro.,0.0,False,10000.0,0.0,0.0,45000.0,G,H,ALTISSIMA,16.0,1.0
CNPJ_000012,1.0,0.345,1,ACEITO_COM_CONDICAO,RGR_R01_DECIL1_RESGATE_COM_RASTREADOR,RECUPERACAO_COMERCIAL_D1,"Aceite Condicional Decil 1: Perfil de score alto risco, porem mitigado por baixo passivo judicial e geografia favoravel.",15.0,True,10000.0,11500.0,1500.0,0.0,H,,BAIXISSIMA,0.0,0.0
CNPJ_000013,1.0,0.1543,1,RECUSADO,RGR_R02_DECIL1_RECUSA_PADRAO,DECIL1_ALTO_RISCO_SEM_MITIGACAO,Recusa por Decil 1 de Risco sem criterios para resgate comercial.,0.0,False,10000.0,0.0,0.0,45000.0,H,,ALTA,0.0,0.0
CNPJ_000014,1.0,0.1045,5,APROVADO,RGR_R04_DECIL4_10_APROVADO,APROVADO_AUTOMATICO_BAIXO_RISCO,Aprovacao Automatica: Risco dentro do apetite da seguradora.,0.0,False,10000.0,10000.0,0.0,0.0,C,J,ALTA,0.0,0.0
CNPJ_000015,1.0,0.1185,3,RECUSADO,RGR_K01_RISCO_LIDERANCA_AREA_CRITICA,K01_LIDERANCA_AREA_CRITICA,Recusa Sumaria: Risco de lideranca detectado em area de concentracao altissima de sinistro.,0.0,False,10000.0,0.0,0.0,45000.0,F,,ALTISSIMA,0.0,1.0
CNPJ_000016,1.0,0.2354,1,RECUSADO,RGR_R02_DECIL1_RECUSA_PADRAO,DECIL1_ALTO_RISCO_SEM_MITIGACAO,Recusa por Decil 1 de Risco sem criterios para resgate comercial.,0.0,False,10000.0,0.0,0.0,45000.0,N,,ALTISSIMA,0.0,
CNPJ_000017,1.0,0.132,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,S,D,BAIXISSIMA,0.0,0.0
CNPJ_000018,1.0,0.184,1,ACEITO_COM_CONDICAO,RGR_R01_DECIL1_RESGATE_COM_RASTREADOR,RECUPERACAO_COMERCIAL_D1,"Aceite Condicional Decil 1: Perfil de score alto risco, porem mitigado por baixo passivo judicial e geografia favoravel.",15.0,True,10000.0,11500.0,1500.0,0.0,C,,BAIXISSIMA,0.0,0.0
CNPJ_000019,1.0,0.1744,1,ACEITO_COM_CONDICAO,RGR_R01_DECIL1_RESGATE_COM_RASTREADOR,RECUPERACAO_COMERCIAL_D1,"Aceite Condicional Decil 1: Perfil de score alto risco, porem mitigado por baixo passivo judicial e geografia favoravel.",15.0,True,10000.0,11500.0,1500.0,0.0,S,EMPRESA_ISENTA,BAIXISSIMA,4.0,0.0
CNPJ_000020,1.0,0.1213,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,F,,ALTA,0.0,0.0
CNPJ_000021,1.0,0.1104,4,RECUSADO,RGR_K01_RISCO_LIDERANCA_AREA_CRITICA,K01_LIDERANCA_AREA_CRITICA,Recusa Sumaria: Risco de lideranca detectado em area de concentracao altissima de sinistro.,0.0,False,10000.0,0.0,0.0,45000.0,J,D,ALTISSIMA,0.0,1.0
CNPJ_000022,1.0,0.1539,1,ACEITO_COM_CONDICAO,RGR_R01_DECIL1_RESGATE_COM_RASTREADOR,RECUPERACAO_COMERCIAL_D1,"Aceite Condicional Decil 1: Perfil de score alto risco, porem mitigado por baixo passivo judicial e geografia favoravel.",15.0,True,10000.0,11500.0,1500.0,0.0,G,D,BAIXISSIMA,1.0,0.0
CNPJ_000023,1.0,0.1269,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,N,C,BAIXISSIMA,0.0,0.0
CNPJ_000024,1.0,0.103,5,APROVADO,RGR_R04_DECIL4_10_APROVADO,APROVADO_AUTOMATICO_BAIXO_RISCO,Aprovacao Automatica: Risco dentro do apetite da seguradora.,0.0,False,10000.0,10000.0,0.0,0.0,C,I,ALTA,1.0,0.0
CNPJ_000025,1.0,0.6025,1,ACEITO_COM_CONDICAO,RGR_R01_DECIL1_RESGATE_COM_RASTREADOR,RECUPERACAO_COMERCIAL_D1,"Aceite Condicional Decil 1: Perfil de score alto risco, porem mitigado por baixo passivo judicial e geografia favoravel.",15.0,True,10000.0,11500.0,1500.0,0.0,G,,BAIXISSIMA,0.0,
CNPJ_000026,1.0,0.1509,1,RECUSADO,RGR_R02_DECIL1_RECUSA_PADRAO,DECIL1_ALTO_RISCO_SEM_MITIGACAO,Recusa por Decil 1 de Risco sem criterios para resgate comercial.,0.0,False,10000.0,0.0,0.0,45000.0,M,D,ALTA,0.0,0.0
CNPJ_000027,1.0,0.1345,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,C,E,BAIXISSIMA,4.0,0.0
CNPJ_000028,1.0,0.1392,2,RECUSADO,RGR_K02_EXCESSO_PROCESSOS_JUDICIAIS,K02_JUDICIAL_EXTREMO,Recusa Sumaria: Elevado passivo judicial (> 100 processos como requerido).,0.0,False,10000.0,0.0,0.0,45000.0,G,J,BAIXISSIMA,212.0,0.0
CNPJ_000029,1.0,0.1212,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,G,D,ALTA,3.0,0.0
CNPJ_000030,1.0,0.1033,5,APROVADO,RGR_R04_DECIL4_10_APROVADO,APROVADO_AUTOMATICO_BAIXO_RISCO,Aprovacao Automatica: Risco dentro do apetite da seguradora.,0.0,False,10000.0,10000.0,0.0,0.0,G,J,BAIXISSIMA,4.0,0.0
CNPJ_000031,1.0,0.1286,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,C,J,ALTA,70.0,0.0
CNPJ_000032,1.0,0.1433,1,RECUSADO,RGR_R02_DECIL1_RECUSA_PADRAO,DECIL1_ALTO_RISCO_SEM_MITIGACAO,Recusa por Decil 1 de Risco sem criterios para resgate comercial.,0.0,False,10000.0,0.0,0.0,45000.0,C,D,ALTA,1.0,0.0
CNPJ_000033,1.0,0.1336,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,C,,MEDIA,0.0,0.0
CNPJ_000034,1.0,0.2531,1,ACEITO_COM_CONDICAO,RGR_R01_DECIL1_RESGATE_COM_RASTREADOR,RECUPERACAO_COMERCIAL_D1,"Aceite Condicional Decil 1: Perfil de score alto risco, porem mitigado por baixo passivo judicial e geografia favoravel.",15.0,True,10000.0,11500.0,1500.0,0.0,C,G,BAIXISSIMA,1.0,0.0
CNPJ_000035,1.0,0.1136,3,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,C,G,BAIXISSIMA,9.0,0.0
CNPJ_000036,1.0,0.1682,1,ACEITO_COM_CONDICAO,RGR_R01_DECIL1_RESGATE_COM_RASTREADOR,RECUPERACAO_COMERCIAL_D1,"Aceite Condicional Decil 1: Perfil de score alto risco, porem mitigado por baixo passivo judicial e geografia favoravel.",15.0,True,10000.0,11500.0,1500.0,0.0,H,G,MEDIA,9.0,0.0
CNPJ_000037,1.0,0.6958,1,ACEITO_COM_CONDICAO,RGR_R01_DECIL1_RESGATE_COM_RASTREADOR,RECUPERACAO_COMERCIAL_D1,"Aceite Condicional Decil 1: Perfil de score alto risco, porem mitigado por baixo passivo judicial e geografia favoravel.",15.0,True,10000.0,11500.0,1500.0,0.0,G,,BAIXISSIMA,0.0,0.0
CNPJ_000038,1.0,0.1406,1,RECUSADO,RGR_R02_DECIL1_RECUSA_PADRAO,DECIL1_ALTO_RISCO_SEM_MITIGACAO,Recusa por Decil 1 de Risco sem criterios para resgate comercial.,0.0,False,10000.0,0.0,0.0,45000.0,M,A,ALTA,0.0,0.0
CNPJ_000039,1.0,0.1368,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,G,B,BAIXISSIMA,0.0,0.0
CNPJ_000040,1.0,0.2887,1,RECUSADO,RGR_K02_EXCESSO_PROCESSOS_JUDICIAIS,K02_JUDICIAL_EXTREMO,Recusa Sumaria: Elevado passivo judicial (> 100 processos como requerido).,0.0,False,10000.0,0.0,0.0,45000.0,G,J,ALTISSIMA,10476.0,
CNPJ_000041,1.0,0.1691,1,ACEITO_COM_CONDICAO,RGR_R01_DECIL1_RESGATE_COM_RASTREADOR,RECUPERACAO_COMERCIAL_D1,"Aceite Condicional Decil 1: Perfil de score alto risco, porem mitigado por baixo passivo judicial e geografia favoravel.",15.0,True,10000.0,11500.0,1500.0,0.0,C,F,MEDIA,3.0,
CNPJ_000042,1.0,0.0975,6,APROVADO,RGR_R04_DECIL4_10_APROVADO,APROVADO_AUTOMATICO_BAIXO_RISCO,Aprovacao Automatica: Risco dentro do apetite da seguradora.,0.0,False,10000.0,10000.0,0.0,0.0,G,,MEDIA,0.0,
CNPJ_000043,1.0,0.119,3,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,A,G,BAIXISSIMA,2.0,0.0
CNPJ_000044,1.0,0.1462,1,ACEITO_COM_CONDICAO,RGR_R01_DECIL1_RESGATE_COM_RASTREADOR,RECUPERACAO_COMERCIAL_D1,"Aceite Condicional Decil 1: Perfil de score alto risco, porem mitigado por baixo passivo judicial e geografia favoravel.",15.0,True,10000.0,11500.0,1500.0,0.0,M,G,BAIXISSIMA,5.0,0.0
CNPJ_000045,1.0,0.1329,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,G,G,ALTA,2.0,0.0
CNPJ_000046,1.0,0.1255,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,G,C,ALTA,0.0,0.0
CNPJ_000047,1.0,0.1312,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,C,G,BAIXISSIMA,0.0,0.0
CNPJ_000048,1.0,0.1032,5,APROVADO,RGR_R04_DECIL4_10_APROVADO,APROVADO_AUTOMATICO_BAIXO_RISCO,Aprovacao Automatica: Risco dentro do apetite da seguradora.,0.0,False,10000.0,10000.0,0.0,0.0,G,D,BAIXISSIMA,0.0,0.0
CNPJ_000049,1.0,0.1197,3,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,G,H,BAIXISSIMA,11.0,1.0
CNPJ_000050,1.0,0.5026,1,RECUSADO,RGR_R02_DECIL1_RECUSA_PADRAO,DECIL1_ALTO_RISCO_SEM_MITIGACAO,Recusa por Decil 1 de Risco sem criterios para resgate comercial.,0.0,False,10000.0,0.0,0.0,45000.0,G,B,ALTA,0.0,0.0
CNPJ_000051,1.0,0.1634,1,ACEITO_COM_CONDICAO,RGR_R01_DECIL1_RESGATE_COM_RASTREADOR,RECUPERACAO_COMERCIAL_D1,"Aceite Condicional Decil 1: Perfil de score alto risco, porem mitigado por baixo passivo judicial e geografia favoravel.",15.0,True,10000.0,11500.0,1500.0,0.0,G,C,BAIXISSIMA,0.0,0.0
CNPJ_000052,1.0,0.1438,1,ACEITO_COM_CONDICAO,RGR_R01_DECIL1_RESGATE_COM_RASTREADOR,RECUPERACAO_COMERCIAL_D1,"Aceite Condicional Decil 1: Perfil de score alto risco, porem mitigado por baixo passivo judicial e geografia favoravel.",15.0,True,10000.0,11500.0,1500.0,0.0,S,EMPRESA_ISENTA,MEDIA,0.0,0.0
CNPJ_000053,1.0,0.1031,5,APROVADO,RGR_R04_DECIL4_10_APROVADO,APROVADO_AUTOMATICO_BAIXO_RISCO,Aprovacao Automatica: Risco dentro do apetite da seguradora.,0.0,False,10000.0,10000.0,0.0,0.0,G,A,BAIXISSIMA,0.0,1.0
CNPJ_000054,1.0,0.197,1,RECUSADO,RGR_R02_DECIL1_RECUSA_PADRAO,DECIL1_ALTO_RISCO_SEM_MITIGACAO,Recusa por Decil 1 de Risco sem criterios para resgate comercial.,0.0,False,10000.0,0.0,0.0,45000.0,C,H,BAIXISSIMA,13.0,0.0
CNPJ_000055,1.0,0.126,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,H,J,BAIXISSIMA,18.0,0.0
CNPJ_000056,1.0,0.1288,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,G,D,ALTA,0.0,0.0
CNPJ_000057,1.0,0.1792,1,RECUSADO,RGR_R02_DECIL1_RECUSA_PADRAO,DECIL1_ALTO_RISCO_SEM_MITIGACAO,Recusa por Decil 1 de Risco sem criterios para resgate comercial.,0.0,False,10000.0,0.0,0.0,45000.0,A,J,BAIXISSIMA,18.0,0.0
CNPJ_000058,1.0,0.1675,1,RECUSADO,RGR_R02_DECIL1_RECUSA_PADRAO,DECIL1_ALTO_RISCO_SEM_MITIGACAO,Recusa por Decil 1 de Risco sem criterios para resgate comercial.,0.0,False,10000.0,0.0,0.0,45000.0,C,D,ALTISSIMA,2.0,0.0
CNPJ_000059,1.0,0.1696,1,ACEITO_COM_CONDICAO,RGR_R01_DECIL1_RESGATE_COM_RASTREADOR,RECUPERACAO_COMERCIAL_D1,"Aceite Condicional Decil 1: Perfil de score alto risco, porem mitigado por baixo passivo judicial e geografia favoravel.",15.0,True,10000.0,11500.0,1500.0,0.0,J,F,BAIXISSIMA,1.0,0.0
CNPJ_000060,1.0,0.1181,3,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,G,G,ALTA,1.0,0.0
CNPJ_000061,1.0,0.1444,1,ACEITO_COM_CONDICAO,RGR_R01_DECIL1_RESGATE_COM_RASTREADOR,RECUPERACAO_COMERCIAL_D1,"Aceite Condicional Decil 1: Perfil de score alto risco, porem mitigado por baixo passivo judicial e geografia favoravel.",15.0,True,10000.0,11500.0,1500.0,0.0,H,E,BAIXISSIMA,0.0,0.0
CNPJ_000062,1.0,0.1426,1,RECUSADO,RGR_R02_DECIL1_RECUSA_PADRAO,DECIL1_ALTO_RISCO_SEM_MITIGACAO,Recusa por Decil 1 de Risco sem criterios para resgate comercial.,0.0,False,10000.0,0.0,0.0,45000.0,H,D,ALTISSIMA,0.0,0.0
CNPJ_000063,1.0,0.1488,1,ACEITO_COM_CONDICAO,RGR_R01_DECIL1_RESGATE_COM_RASTREADOR,RECUPERACAO_COMERCIAL_D1,"Aceite Condicional Decil 1: Perfil de score alto risco, porem mitigado por baixo passivo judicial e geografia favoravel.",15.0,True,10000.0,11500.0,1500.0,0.0,G,C,BAIXISSIMA,0.0,0.0
CNPJ_000064,1.0,0.1157,3,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,G,J,,14.0,
CNPJ_000065,1.0,0.1382,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,F,,ALTA,0.0,0.0
CNPJ_000066,1.0,0.1587,1,RECUSADO,RGR_R02_DECIL1_RECUSA_PADRAO,DECIL1_ALTO_RISCO_SEM_MITIGACAO,Recusa por Decil 1 de Risco sem criterios para resgate comercial.,0.0,False,10000.0,0.0,0.0,45000.0,S,EMPRESA_ISENTA,ALTA,0.0,0.0
CNPJ_000067,1.0,0.2688,1,RECUSADO,RGR_R02_DECIL1_RECUSA_PADRAO,DECIL1_ALTO_RISCO_SEM_MITIGACAO,Recusa por Decil 1 de Risco sem criterios para resgate comercial.,0.0,False,10000.0,0.0,0.0,45000.0,G,D,ALTA,0.0,1.0
CNPJ_000068,1.0,0.1651,1,ACEITO_COM_CONDICAO,RGR_R01_DECIL1_RESGATE_COM_RASTREADOR,RECUPERACAO_COMERCIAL_D1,"Aceite Condicional Decil 1: Perfil de score alto risco, porem mitigado por baixo passivo judicial e geografia favoravel.",15.0,True,10000.0,11500.0,1500.0,0.0,N,D,BAIXISSIMA,0.0,0.0
CNPJ_000069,1.0,0.1192,3,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,G,B,BAIXISSIMA,0.0,0.0
CNPJ_000070,1.0,0.2181,1,RECUSADO,RGR_R02_DECIL1_RECUSA_PADRAO,DECIL1_ALTO_RISCO_SEM_MITIGACAO,Recusa por Decil 1 de Risco sem criterios para resgate comercial.,0.0,False,10000.0,0.0,0.0,45000.0,C,G,ALTA,2.0,0.0
CNPJ_000071,1.0,0.1328,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,C,I,ALTA,3.0,0.0
CNPJ_000072,1.0,0.1344,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,G,I,BAIXISSIMA,0.0,0.0
CNPJ_000073,1.0,0.1385,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,C,G,ALTA,3.0,0.0
CNPJ_000074,1.0,0.0815,9,APROVADO,RGR_R04_DECIL4_10_APROVADO,APROVADO_AUTOMATICO_BAIXO_RISCO,Aprovacao Automatica: Risco dentro do apetite da seguradora.,0.0,False,10000.0,10000.0,0.0,0.0,G,D,ALTISSIMA,4.0,0.0
CNPJ_000075,1.0,0.1713,1,RECUSADO,RGR_R02_DECIL1_RECUSA_PADRAO,DECIL1_ALTO_RISCO_SEM_MITIGACAO,Recusa por Decil 1 de Risco sem criterios para resgate comercial.,0.0,False,10000.0,0.0,0.0,45000.0,H,E,ALTISSIMA,1.0,0.0
CNPJ_000076,1.0,0.19,1,ACEITO_COM_CONDICAO,RGR_R01_DECIL1_RESGATE_COM_RASTREADOR,RECUPERACAO_COMERCIAL_D1,"Aceite Condicional Decil 1: Perfil de score alto risco, porem mitigado por baixo passivo judicial e geografia favoravel.",15.0,True,10000.0,11500.0,1500.0,0.0,H,C,BAIXISSIMA,1.0,1.0
CNPJ_000077,1.0,0.1014,6,APROVADO,RGR_R04_DECIL4_10_APROVADO,APROVADO_AUTOMATICO_BAIXO_RISCO,Aprovacao Automatica: Risco dentro do apetite da seguradora.,0.0,False,10000.0,10000.0,0.0,0.0,N,B,ALTISSIMA,1.0,0.0
CNPJ_000078,1.0,0.1292,2,ACEITO_COM_CONDICAO,RGR_R03_DECIL2_3_CONDICIONAL,ACEITE_CONDICIONAL_DECIL_INTERMEDIARIO,Aceite Condicional Decil Intermediario (+7.5% premio).,7.5,False,10000.0,10750.0,750.0,0.0,G,F,BAIXISSIMA,1.0,0.0
CNPJ_000079,1.0,0.1515,1,RECUSADO,RGR_R02_DECIL1_RECUSA_PADRAO,DECIL1_ALTO_RISCO_SEM_MITIGACAO,Recusa por Decil 1 de Risco sem criterios para resgate comercial.,0.0,False,10000.0,0.0,0.0,45000.0,J,I,ALTA,9.0,0.0
CNPJ_000080,1.0,0.2605,1,RECUSADO,RGR_R02_DECIL1_RECUSA_PADRAO,DECIL1_ALTO_RISCO_SEM_MITIGACAO,Recusa por Decil 1 de Risco sem criterios para resgate comercial.,0.0,False,10000.0,0.0,0.0,45000.0,C,J,MEDIA,84.0,1.0
CNPJ_000081,1.0,0.1097,4,APROVADO,RGR_R04_DECIL4_10_APROVADO,APROVADO_AUTOMATICO_BAIXO_RISCO,Aprovacao Automatica: Risco dentro do apetite da seguradora.,0.0,False,10000.0,10000.0,0.0,0.0,G,,BAIXISSIMA,0.0,0.0
CNPJ_000082,1.0,0.1438,1,ACEITO_COM_CONDICAO,RGR_R01_DECIL1_RESGATE_COM_RASTREADOR,RECUPERACAO_COMERCIAL_D1,"Aceite Condicional Decil 1: Perfil de score alto risco, porem mitigado por baixo passivo judicial e geografia favoravel.",15.0,True,10000.0,11500.0,1500.0,0.0,Q,D,BAIXISSIMA,0.0,0.0
CNPJ_000083,1.0,0.1746,1,RECUSADO,RGR_R02_DECIL1_RECUSA_PADRAO,DECIL1_ALTO_RISCO_SEM_MITIGACAO,Recusa por Decil 1 de Risco sem criterios para resgate comercial.,0.0,False,10000.0,0.0,0.0,45000.0,H,E,ALTISSIMA,0.0,0.0
CNPJ_000084,1.0,0.1017,6,APROVADO,RGR_R04_DECIL4_10_APROVADO,APROVADO_AUTOMATICO_BAIXO_RISCO,Aprovacao Automatica: Risco dentro do apetite da seguradora.,0.0,False,10000.0,10000.0,0.0,0.0,G,A,BAIXISSIMA,0.0,0.0
